,SUBJETIVIDADE COMPLEMENTAR,DATA DO FATO,HORA DO FATO,CIDADE DO FATO,BAIRRO DO FATO,SEXO DA VITIMA,COR/RACA DA VITIMA,IDADE DA VITIMA,INSTRUMENTO UTILIZADO,LOCAL DO FATO,data_registro,ID_CONTROLE
625.0,CVLI,Lesão Corporal Seguida de Morte,28/04/2012,02:00,Maceió,Tabuleiro do Martins,Masculino,NI,21.0,ESPANCAMENTO,Imediações de Casa,2012-04-28 02:00:00,
626.0,CVLI,Homicídio,28/04/2012,03:00,Maceió,Fernão Velho,Masculino,Parda,20.0,PAF,Via Pública,2012-04-28 03:00:00,
628.0,CVLI,Homicídio,28/04/2012,18:30,Taquarana,Zona Rural,Masculino,Parda,29.0,BRANCA,Próximo de Casa,2012-04-28 18:30:00,
629.0,CVLI,Homicídio,28/04/2012,18:30,Branquinha,Centro,Masculino,NI,31.0,PAF,Dentro de Casa,2012-04-28 18:30:00,
630.0,CVLI,Homicídio,28/04/2012,19:40,Arapiraca,Primavera,Masculino,Parda,36.0,PAF,Dentro de Casa,2012-04-28 19:40:00,
631.0,CVLI,Homicídio,28/04/2012,23:00,Arapiraca,Zona Rural Leste,Masculino,Parda,30.0,ESPANCAMENTO,Terreno Baldio,2012-04-28 23:00:00,
632.0,CVLI,Homicídio,29/04/2012,00:30,Maceió,Jacintinho,Masculino,Parda,24.0,PAF,Via Pública,2012-04-29 00:30:00,
633.0,CVLI,Homicídio,05/04/2012,13:58,Maceió,Jacintinho,Masculino,Parda,22.0,BRANCA,Via Pública,2012-04-05 13:58:00,
634.0,CVLI,Homicídio,05/04/2012,14:38,Maceió,Tabuleiro do Martins,Masculino,Parda,49.0,BRANCA,Dentro de Casa,2012-04-05 14:38:00,
635.0,CVLI,Homicídio,05/04/2012,15:00,Coruripe,Centro,Masculino,Parda,16.0,PAF,Local Público,2012-04-05 15:00:00,
636.0,CVLI,Roubo com Resultado Morte,05/04/2012,16:00,Maceió,Santos Dumont,Masculino,Parda,53.0,PAF,Via Pública,2012-04-05 16:00:00,
637.0,CVLI,Roubo com Resultado Morte,05/04/2012,18:45,Maceió,Trapiche da Barra,Masculino,Parda,29.0,PAF,Via Pública,2012-04-05 18:45:00,
638.0,CVLI,Homicídio,05/04/2012,20:30,Delmiro Gouveia,Zona Rural,Masculino,Parda,39.0,PAF,Porta de Casa,2012-04-05 20:30:00,
639.0,CVLI,Homicídio,05/04/2012,21:30,Maceió,Levada,Masculino,Parda,23.0,BRANCA,Via Pública,2012-04-05 21:30:00,
640.0,CVLI,Homicídio,05/04/2012,23:00,Maceió,Ipioca,Masculino,Preta,32.0,PAF/B,Via Pública,2012-04-05 23:00:00,
641.0,CVLI,Homicídio,05/04/2012,23:00,Maceió,Ipioca,Masculino,Parda,21.0,PAF/B,Via Pública,2012-04-05 23:00:00,
642.0,CVLI,Homicídio,05/04/2012,23:00,Santana do Ipanema,Centro,Masculino,Parda,25.0,PAF,Via Pública,2012-04-05 23:00:00,
645.0,CVLI,Homicídio,06/04/2012,11:00,Rio Largo,Mata do Rolo,Masculino,Parda,15.0,PAF,Via Pública,2012-04-06 11:00:00,
646.0,CVLI,Homicídio,06/04/2012,17:00,Maceió,Rio Novo,Masculino,Preta,18.0,PAF,Via Pública,2012-04-06 17:00:00,
647.0,CVLI,Homicídio,06/04/2012,17:15,Maceió,Ponta Grossa,Masculino,Parda,29.0,PAF,Próximo de Casa,2012-04-06 17:15:00,
648.0,CVLI,Homicídio,06/04/2012,19:00,Maceió,São Jorge,Masculino,Parda,32.0,PAF/B,Dentro de Casa,2012-04-06 19:00:00,
649.0,CVLI,Roubo com Resultado Morte,06/04/2012,20:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,32.0,PAF,Via Pública,2012-04-06 20:00:00,
650.0,CVLI,Homicídio,21/02/2012,10:00,Mata Grande,Zona Rural,Masculino,Parda,29.0,OUTROS,Local Público,2012-02-21 10:00:00,
651.0,CVLI,Homicídio,06/04/2012,23:30,Maceió,Rio Novo,Masculino,Parda,38.0,PAF,Próximo de Casa,2012-04-06 23:30:00,
652.0,CVLI,Homicídio,06/04/2012,17:00,Joaquim Gomes,Centro,Masculino,NI,23.0,BRANCA,Via Pública,2012-04-06 17:00:00,
653.0,CVLI,Homicídio,06/04/2012,19:00,Messias,Zona Rural,Masculino,Parda,20.0,PAF,Próximo de Casa,2012-04-06 19:00:00,
654.0,CVLI,Homicídio,07/04/2012,01:40,Olho d Água das Flores,Centro,Masculino,Branca,23.0,PAF,Via Pública,2012-04-07 01:40:00,
655.0,CVLI,Homicídio,07/04/2012,17:30,Marechal Deodoro,Zona Rural,Masculino,NI,23.0,PAF,Imediações de Casa,2012-04-07 17:30:00,
656.0,CVLI,Homicídio,07/04/2012,18:00,Marechal Deodoro,Zona Rural,Masculino,NI,23.0,PAF,Via Pública,2012-04-07 18:00:00,
657.0,CVLI,Homicídio,07/04/2012,19:00,Maceió,Feitosa,Masculino,Parda,51.0,PAF,Dentro de Casa,2012-04-07 19:00:00,
658.0,CVLI,Homicídio,07/04/2012,19:00,Maceió,Feitosa,Feminino,NI,15.0,PAF,Dentro de Casa,2012-04-07 19:00:00,
15657.0,CVLI,Homicídio,02/03/2016,12:40,Maceió,Benedito Bentes,Masculino,Parda,17.0,PAF,Imediações de Casa,2016-03-02 12:40:00,
660.0,CVLI,Homicídio,07/04/2012,11:25,Maceió,Jacintinho,Masculino,Parda,23.0,PAF,Via Pública,2012-04-07 11:25:00,
661.0,CVLI,Homicídio,07/04/2012,15:11,São Sebastião,Zona Rural,Feminino,NI,,ESPANCAMENTO,Plantação,2012-04-07 15:11:00,
662.0,CVLI,Homicídio,07/04/2012,19:07,Limoeiro de Anadia,Zona Rural,Masculino,NI,,PAF,Plantação,2012-04-07 19:07:00,
663.0,CVLI,Homicídio,08/04/2012,04:50,Maceió,Centro,Masculino,Preta,16.0,PAF,Via Pública,2012-04-08 04:50:00,
664.0,CVLI,Homicídio,08/04/2012,06:50,Pilar,Chã do Pilar,Masculino,Parda,23.0,PAF/B,Imediações de Casa,2012-04-08 06:50:00,
665.0,CVLI,Homicídio,08/04/2012,13:30,Marechal Deodoro,Zona Rural,Masculino,Parda,23.0,PAF,Local Público,2012-04-08 13:30:00,
666.0,CVLI,Homicídio,08/04/2012,15:00,Novo Lino,Zona Rural,Masculino,NI,57.0,BRANCA,Local Público,2012-04-08 15:00:00,
667.0,CVLI,Homicídio,08/04/2012,15:05,Marechal Deodoro,Zona Rural,Masculino,Parda,18.0,PAF,Próximo de Casa,2012-04-08 15:05:00,
24686.0,CVLI,Homicídio,02/03/2018,19:30,Maceió,Benedito Bentes,Masculino,Parda,40.0,BRANCA,Imediações de Casa,2018-03-02 19:30:00,
669.0,CVLI,Homicídio,08/04/2012,18:30,Maceió,Clima Bom,Masculino,Parda,31.0,PAF,Imediações de Casa,2012-04-08 18:30:00,
670.0,CVLI,Homicídio,09/04/2012,01:00,Teotônio Vilela,Centro,Feminino,Parda,25.0,PAF,Via Pública,2012-04-09 01:00:00,
671.0,CVLI,Homicídio,09/04/2012,04:00,Maceió,Cidade Universitária,Masculino,NI,51.0,PAF,Próximo de Casa,2012-04-09 04:00:00,
43333.0,CVLI,Homicídio,02/03/2021,16:30,Maceió,Benedito Bentes,Feminino,Parda,46.0,PAF,Dentro de Casa,2021-03-02 16:30:00,
673.0,CVLI,Homicídio,09/04/2012,08:40,Palmeira dos Índios,Zona Rural,Masculino,Parda,38.0,PAF,Estrada Vicinal,2012-04-09 08:40:00,
592.0,CVLI,Homicídio,02/04/2012,15:40,Maceió,Benedito Bentes,Masculino,Parda,28.0,PAF,Via Pública,2012-04-02 15:40:00,
675.0,CVLI,Homicídio,09/04/2012,14:50,São José da Laje,Centro,Masculino,NI,29.0,PAF,Via Pública,2012-04-09 14:50:00,
676.0,CVLI,Roubo com Resultado Morte,09/04/2012,23:50,Chã Preta,Centro,Masculino,Parda,57.0,BRANCA,Dentro de Casa,2012-04-09 23:50:00,
595.0,CVLI,Homicídio,02/04/2012,21:00,Maceió,Benedito Bentes,Masculino,Parda,28.0,PAF,Via Pública,2012-04-02 21:00:00,
678.0,CVLI,Homicídio,10/04/2012,18:00,Maceió,Pinheiro,Masculino,Parda,22.0,PAF,Via Pública,2012-04-10 18:00:00,
679.0,CVLI,Homicídio,10/04/2012,10:50,Pilar,Chã do Pilar,Masculino,Parda,25.0,PAF,Imediações de Casa,2012-04-10 10:50:00,
680.0,CVLI,Homicídio,11/04/2012,01:40,Maceió,Ouro Preto,Masculino,NI,21.0,PAF,Próximo de Casa,2012-04-11 01:40:00,
681.0,CVLI,Homicídio,11/04/2012,12:00,Quebrangulo,Zona Rural,Masculino,NI,27.0,PAF,Via Pública,2012-04-11 12:00:00,
682.0,CVLI,Homicídio,11/04/2012,12:00,Cajueiro,Zona Rural,Masculino,NI,56.0,ESPANCAMENTO,Via Pública,2012-04-11 12:00:00,
683.0,CVLI,Homicídio,11/04/2012,15:30,Maceió,Prado,Masculino,Parda,23.0,PAF,Interior de Veículo,2012-04-11 15:30:00,
684.0,CVLI,Homicídio,11/04/2012,18:30,Piaçabuçu,Zona Rural,Masculino,NI,29.0,PAF,Dentro de Casa,2012-04-11 18:30:00,
685.0,CVLI,Homicídio,11/04/2012,19:00,Canapi,Zona Rural,Masculino,Parda,48.0,PAF,Estrada Vicinal,2012-04-11 19:00:00,
686.0,CVLI,Homicídio,11/04/2012,20:15,Marechal Deodoro,Barra Nova,Masculino,NI,17.0,PAF,Via Pública,2012-04-11 20:15:00,
687.0,CVLI,Homicídio,11/04/2012,23:04,Marechal Deodoro,Zona Rural,Masculino,Parda,25.0,PAF,Via Pública,2012-04-11 23:04:00,
688.0,CVLI,Homicídio,12/04/2012,05:30,Santana do Mundaú,Zona Rural,Masculino,Branca,20.0,PAF,Próximo de Casa,2012-04-12 05:30:00,
689.0,CVLI,Homicídio,12/04/2012,08:48,Capela,Centro,Masculino,Parda,30.0,PAF,Próximo de Casa,2012-04-12 08:48:00,
690.0,CVLI,Homicídio,12/04/2012,18:30,Coruripe,Zona Rural,Masculino,Parda,25.0,PAF,Dentro de Casa,2012-04-12 18:30:00,
691.0,CVLI,Homicídio,12/04/2012,20:00,Monteirópolis,Zona Rural,Masculino,Branca,19.0,PAF,Via Pública,2012-04-12 20:00:00,
692.0,CVLI,Homicídio,12/04/2012,21:30,Coité do Nóia,Zona Rural,Masculino,Parda,33.0,PAF,Local Público,2012-04-12 21:30:00,
693.0,CVLI,Homicídio,12/04/2012,23:30,Barra de Santo Antônio,Centro,Masculino,Parda,15.0,PAF,Via Pública,2012-04-12 23:30:00,
694.0,CVLI,Homicídio,13/04/2012,01:00,Rio Largo,Centro,Masculino,NI,28.0,PAF,Próximo de Casa,2012-04-13 01:00:00,
695.0,CVLI,Homicídio,13/04/2012,10:30,Maceió,Jacintinho,Masculino,Parda,29.0,PAF,Local Público,2012-04-13 10:30:00,
696.0,CVLI,Homicídio,13/04/2012,13:00,Arapiraca,Manoel Teles,Masculino,Parda,,BRANCA,Via Pública,2012-04-13 13:00:00,
697.0,CVLI,Homicídio,13/04/2012,17:47,Teotônio Vilela,Centro,Masculino,NI,,PAF,Bar,2012-04-13 17:47:00,
698.0,CVLI,Homicídio,13/04/2012,21:00,Limoeiro de Anadia,Centro,Masculino,Preta,30.0,BRANCA,,2012-04-13 21:00:00,
699.0,CVLI,Homicídio,13/04/2012,21:30,Capela,Zona Rural,Masculino,Parda,62.0,PAF,Próximo de Casa,2012-04-13 21:30:00,
700.0,CVLI,Homicídio,14/04/2012,06:30,Maceió,Feitosa,Masculino,Parda,34.0,PAF/B,Via Pública,2012-04-14 06:30:00,
701.0,CVLI,Homicídio,14/04/2012,12:00,Penedo,Centro,Masculino,Preta,51.0,PAF,Via Pública,2012-04-14 12:00:00,
25053.0,CVLI,Homicídio,02/04/2018,04:25,Maceió,Benedito Bentes,Masculino,Branca,,NI,Via Pública,2018-04-02 04:25:00,
43910.0,CVLI,Homicídio,02/04/2021,18:05,Maceió,Benedito Bentes,Masculino,Branca,32.0,PAF,Porta de Casa,2021-04-02 18:05:00,
784.0,CVLI,Homicídio,02/05/2012,05:06,Maceió,Benedito Bentes,Masculino,Parda,18.0,ESPANCAMENTO,Via Pública,2012-05-02 05:06:00,
705.0,CVLI,Homicídio,14/04/2012,15:15,Santana do Mundaú,Centro,Masculino,Preta,25.0,PAF,Bar,2012-04-14 15:15:00,
706.0,CVLI,Homicídio,14/04/2012,19:00,Palmeira dos Índios,Centro,Masculino,Branca,69.0,BRANCA,Estabelecimento Comercial,2012-04-14 19:00:00,
707.0,CVLI,Homicídio,14/04/2012,22:00,Lagoa da Canoa,Zona Rural,Masculino,Parda,33.0,PAF,Via Pública,2012-04-14 22:00:00,
708.0,CVLI,Homicídio,14/04/2012,22:00,Marechal Deodoro,Zona Rural,Masculino,Parda,32.0,PAF,Próximo de Casa,2012-04-14 22:00:00,
709.0,CVLI,Homicídio,14/04/2012,23:20,Maceió,Jaraguá,Masculino,Parda,15.0,PAF,Via Pública,2012-04-14 23:20:00,
710.0,CVLI,Homicídio,14/04/2012,23:35,Barra de Santo Antônio,Centro,Masculino,Parda,29.0,PAF,Imediações de Casa,2012-04-14 23:35:00,
711.0,CVLI,Homicídio,15/04/2012,06:45,Messias,Zona Rural,Masculino,Parda,25.0,PAF/B,Dentro de Casa,2012-04-15 06:45:00,
712.0,CVLI,Homicídio,15/04/2012,11:18,Marechal Deodoro,Centro,Masculino,Parda,18.0,PAF,Próximo de Casa,2012-04-15 11:18:00,
713.0,CVLI,Homicídio,15/04/2012,13:15,Arapiraca,Manoel Teles,Masculino,Parda,33.0,PAF,Bar,2012-04-15 13:15:00,
714.0,CVLI,Homicídio,15/04/2012,14:00,Atalaia,Zona Rural,Masculino,NI,16.0,PAF,Via Pública,2012-04-15 14:00:00,
715.0,CVLI,Homicídio,15/04/2012,20:20,Maceió,Tabuleiro do Martins,Masculino,Parda,26.0,PAF,Imediações de Casa,2012-04-15 20:20:00,
12779.0,CVLI,Homicídio,02/05/2015,21:00,Maceió,Benedito Bentes,Masculino,Branca,19.0,PAF,Imediações de Casa,2015-05-02 21:00:00,
718.0,CVLI,Homicídio,16/04/2012,07:30,Palmeira dos Índios,Zona Rural,Masculino,Parda,32.0,PAF,Via Pública,2012-04-16 07:30:00,
719.0,CVLI,Homicídio,16/04/2012,18:40,Pilar,Chã do Pilar,Masculino,Parda,38.0,PAF,Via Pública,2012-04-16 18:40:00,
720.0,CVLI,Homicídio,16/04/2012,19:00,Teotônio Vilela,Zona Rural,Masculino,Parda,60.0,PAF,Dentro de Casa,2012-04-16 19:00:00,
721.0,CVLI,Homicídio,16/04/2012,19:26,Maceió,Tabuleiro do Martins,Masculino,NI,17.0,PAF,Via Pública,2012-04-16 19:26:00,
723.0,CVLI,Homicídio,17/04/2012,00:41,Maceió,Cidade Universitária,Feminino,Parda,20.0,PAF/B,Dentro de Casa,2012-04-17 00:41:00,
724.0,CVLI,Homicídio,17/04/2012,00:41,Maceió,Cidade Universitária,Feminino,Parda,38.0,PAF,Dentro de Casa,2012-04-17 00:41:00,
725.0,CVLI,Roubo com Resultado Morte,17/04/2012,07:00,Igaci,Zona Rural,Masculino,Parda,48.0,PAF,Via Pública,2012-04-17 07:00:00,
726.0,CVLI,Homicídio,17/04/2012,07:00,São José da Tapera,Zona Rural,Masculino,NI,63.0,PAF,Próximo de Casa,2012-04-17 07:00:00,
727.0,CVLI,Homicídio,17/04/2012,18:05,Maceió,Clima Bom,Masculino,Parda,20.0,PAF,Imediações de Casa,2012-04-17 18:05:00,
728.0,CVLI,Homicídio,17/04/2012,19:00,Joaquim Gomes,Centro,Masculino,Parda,32.0,PAF,Via Pública,2012-04-17 19:00:00,
729.0,CVLI,Homicídio,17/04/2012,19:30,Marechal Deodoro,Zona Rural,Masculino,NI,24.0,PAF,Via Pública,2012-04-17 19:30:00,
730.0,CVLI,Homicídio,17/04/2012,22:00,Barra de São Miguel,Zona Rural,Feminino,Parda,22.0,PAF,Terreno Baldio,2012-04-17 22:00:00,
731.0,CVLI,Homicídio,18/04/2012,08:33,Maceió,Jaraguá,Feminino,Parda,35.0,ESPANCAMENTO,Via Pública,2012-04-18 08:33:00,
732.0,CVLI,Homicídio,18/04/2012,14:30,Maceió,Jacintinho,Masculino,Parda,44.0,PAF,Via Pública,2012-04-18 14:30:00,
733.0,CVLI,Homicídio,18/04/2012,17:30,Igreja Nova,Zona Rural,Masculino,Branca,54.0,PAF,Estabelecimento Comercial,2012-04-18 17:30:00,
734.0,CVLI,Homicídio,19/04/2012,13:00,Rio Largo,Mata do Rolo,Masculino,Parda,19.0,PAF,Imediações de Casa,2012-04-19 13:00:00,
735.0,CVLI,Homicídio,19/04/2012,21:00,Maceió,Cidade Universitária,Feminino,NI,27.0,PAF,Dentro de Casa,2012-04-19 21:00:00,
736.0,CVLI,Homicídio,19/04/2012,22:00,Maceió,Jacintinho,Masculino,Parda,36.0,PAF,Via Pública,2012-04-19 22:00:00,
737.0,CVLI,Homicídio,19/04/2012,23:30,Lagoa da Canoa,Zona Rural,Masculino,NI,32.0,PAF,Via Pública,2012-04-19 23:30:00,
738.0,CVLI,Homicídio,20/04/2012,05:20,Maceió,Clima Bom,Masculino,Parda,50.0,PAF,Próximo de Casa,2012-04-20 05:20:00,
739.0,CVLI,Roubo com Resultado Morte,20/04/2012,07:00,Estrela de Alagoas,Zona Rural,Masculino,Parda,76.0,PAF,Dentro de Casa,2012-04-20 07:00:00,
741.0,CVLI,Homicídio,20/04/2012,18:00,Maceió,Jacintinho,Masculino,Parda,19.0,PAF,Dentro de Casa,2012-04-20 18:00:00,
742.0,CVLI,Homicídio,20/04/2012,21:00,Maceió,Chã de Bebedouro,Masculino,Parda,18.0,PAF,Próximo de Casa,2012-04-20 21:00:00,
743.0,CVLI,Homicídio,20/04/2012,21:50,Maceió,Farol,Masculino,Parda,23.0,PAF,Imediações de Casa,2012-04-20 21:50:00,
744.0,CVLI,Homicídio,20/04/2012,22:00,Viçosa,Centro,Masculino,Parda,18.0,PAF,Local Público,2012-04-20 22:00:00,
745.0,CVLI,Homicídio,20/04/2012,18:30,Maceió,Jacintinho,Masculino,Parda,19.0,PAF,Dentro de Casa,2012-04-20 18:30:00,
746.0,CVLI,Homicídio,21/04/2012,11:00,Santana do Ipanema,Zona Rural,Masculino,Branca,48.0,PAF,Via Pública,2012-04-21 11:00:00,
747.0,CVLI,Homicídio,21/04/2012,13:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,19.0,PAF,Via Pública,2012-04-21 13:00:00,
748.0,CVLI,Homicídio,22/04/2012,01:50,Maceió,Feitosa,Masculino,Parda,20.0,PAF,Casa de Parente,2012-04-22 01:50:00,
749.0,CVLI,Homicídio,22/04/2012,09:40,Maceió,Ipioca,Masculino,Parda,25.0,PAF,Vegetação,2012-04-22 09:40:00,
750.0,CVLI,Homicídio,22/04/2012,15:40,Rio Largo,Centro,Masculino,Parda,32.0,PAF,Via Pública,2012-04-22 15:40:00,
751.0,CVLI,Homicídio,22/04/2012,17:30,Maceió,Jacintinho,Masculino,Parda,23.0,PAF,Próximo de Casa,2012-04-22 17:30:00,
57236.0,CVLI,Homicídio,02/05/2024,07:27,Maceió,Vergel do Lago,Masculino,Preta,,NI,Aquático - Lagoa,2024-05-02 07:27:00,
753.0,CVLI,Homicídio,22/04/2012,20:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,23.0,PAF,Bar,2012-04-22 20:00:00,
754.0,CVLI,Homicídio,22/04/2012,20:30,Maceió,Bebedouro,Masculino,Parda,23.0,PAF,Imediações de Casa,2012-04-22 20:30:00,
755.0,CVLI,Homicídio,22/04/2012,22:00,Água Branca,Centro,Masculino,Parda,28.0,PAF,Próximo de Casa,2012-04-22 22:00:00,
756.0,CVLI,Homicídio,22/04/2012,23:30,Teotônio Vilela,Centro,Masculino,Parda,91.0,ASFIXIA MECÂNICA,Dentro de Casa,2012-04-22 23:30:00,
757.0,CVLI,Homicídio,22/04/2012,23:40,Rio Largo,Tabuleiro do Pinto,Masculino,Parda,14.0,PAF,Imediações de Casa,2012-04-22 23:40:00,
758.0,CVLI,Homicídio,22/04/2012,23:31,Maceió,Pontal da Barra,Masculino,Parda,30.0,PAF,Via Pública,2012-04-22 23:31:00,
759.0,CVLI,Homicídio,23/04/2012,00:15,Delmiro Gouveia,Centro,Masculino,Branca,26.0,PAF,Via Pública,2012-04-23 00:15:00,
761.0,CVLI,Homicídio,23/04/2012,05:30,Maceió,Cidade Universitária,Masculino,Parda,68.0,BRANCA,Próximo de Casa,2012-04-23 05:30:00,
762.0,CVLI,Homicídio,23/04/2012,12:00,Passo de Camaragibe,Zona Rural,Masculino,Parda,16.0,BRANCA,Rio,2012-04-23 12:00:00,
763.0,CVLI,Homicídio,23/04/2012,12:00,Santana do Ipanema,Zona Rural,Masculino,Branca,23.0,PAF,Dentro de Casa,2012-04-23 12:00:00,
764.0,CVLI,Homicídio,23/04/2012,17:30,São Miguel dos Campos,Centro,Masculino,Parda,38.0,PAF,Via Pública,2012-04-23 17:30:00,
765.0,CVLI,Homicídio,23/04/2012,19:30,Coruripe,Centro,Masculino,Preta,53.0,PAF,Porta de Casa,2012-04-23 19:30:00,
766.0,CVLI,Homicídio,24/04/2012,13:40,Olho d Água das Flores,Centro,Masculino,Branca,39.0,PAF,Local de Trabalho,2012-04-24 13:40:00,
767.0,CVLI,Homicídio,24/04/2012,19:40,Arapiraca,Brasília,Masculino,Parda,26.0,PAF,Dentro de Casa,2012-04-24 19:40:00,
768.0,CVLI,Homicídio,29/04/2012,06:30,Jaramataia,Zona Rural,Masculino,Parda,41.0,PAF,Via Pública,2012-04-29 06:30:00,
769.0,CVLI,Homicídio,29/04/2012,09:14,Major Isidoro,Zona Rural,Masculino,NI,,PAF,Via Pública,2012-04-29 09:14:00,
770.0,CVLI,Homicídio,29/04/2012,17:50,Marechal Deodoro,Zona Rural,Masculino,NI,38.0,BRANCA,Vegetação,2012-04-29 17:50:00,
771.0,CVLI,Homicídio,29/04/2012,21:16,Maceió,Jacintinho,Masculino,NI,21.0,PAF,Via Pública,2012-04-29 21:16:00,
772.0,CVLI,Homicídio,30/04/2012,03:00,Igreja Nova,Zona Rural,Masculino,Parda,46.0,PAF,Dentro de Casa,2012-04-30 03:00:00,
773.0,CVLI,Homicídio,30/04/2012,18:48,Maceió,Cidade Universitária,Masculino,Parda,53.0,BRANCA,Dentro de Casa,2012-04-30 18:48:00,
774.0,CVLI,Homicídio,30/04/2012,20:36,Maceió,Poço,Feminino,Parda,21.0,PAF,Próximo de Casa,2012-04-30 20:36:00,
38824.0,CVLI,Homicídio,02/06/2020,16:14,Maceió,Benedito Bentes,Masculino,Parda,16.0,BRANCA,Plantação,2020-06-02 16:14:00,
776.0,CVLI,Homicídio,30/04/2012,22:49,São Miguel dos Campos,Centro,Masculino,Parda,29.0,PAF,Via Pública,2012-04-30 22:49:00,
777.0,CVLI,Homicídio,01/05/2012,05:30,Maceió,Rio Novo,Feminino,Parda,,ASFIXIA MECÂNICA,Via Pública,2012-05-01 05:30:00,
778.0,CVLI,Homicídio,01/05/2012,14:00,Palmeira dos Índios,Zona Rural,Masculino,Parda,52.0,BRANCA,Porta de Casa,2012-05-01 14:00:00,
779.0,CVLI,Homicídio,28/04/2012,00:30,Arapiraca,Canafístula,Masculino,Preta,38.0,ESPANCAMENTO,Local Público,2012-04-28 00:30:00,
780.0,CVLI,Homicídio,01/05/2012,18:30,Pilar,Chã do Pilar,Masculino,Parda,16.0,PAF,Próximo de Casa,2012-05-01 18:30:00,
781.0,CVLI,Homicídio,01/05/2012,18:30,São José da Laje,Centro,Masculino,NI,15.0,PAF,Via Pública,2012-05-01 18:30:00,
782.0,CVLI,Roubo com Resultado Morte,01/05/2012,19:00,Girau do Ponciano,Zona Rural,Masculino,Parda,59.0,PAF,Via Pública,2012-05-01 19:00:00,
44736.0,CVLI,Homicídio,02/06/2021,20:40,Maceió,Benedito Bentes,Masculino,Parda,56.0,PAF,Próximo de Casa,2021-06-02 20:40:00,
785.0,CVLI,Homicídio,02/05/2012,12:40,Barra de Santo Antônio,Zona Rural,Masculino,Parda,31.0,PAF/B,Vegetação,2012-05-02 12:40:00,
786.0,CVLI,Homicídio,02/05/2012,12:40,Barra de Santo Antônio,Zona Rural,Masculino,NI,25.0,PAF/B,Vegetação,2012-05-02 12:40:00,
787.0,CVLI,Homicídio,02/05/2012,17:30,Maceió,Centro,Masculino,Parda,17.0,PAF,Via Pública,2012-05-02 17:30:00,
788.0,CVLI,Homicídio,03/05/2012,01:00,Viçosa,Zona Rural,Masculino,Parda,24.0,PAF,Via Pública,2012-05-03 01:00:00,
789.0,CVLI,Homicídio,04/05/2012,13:20,Satuba,Centro,Masculino,Parda,22.0,PAF,Via Pública,2012-05-04 13:20:00,
790.0,CVLI,Homicídio,04/05/2012,20:00,Satuba,Zona Rural,Feminino,Parda,35.0,ASFIXIA MECÂNICA,Vegetação,2012-05-04 20:00:00,
791.0,CVLI,Homicídio,04/05/2012,17:30,Teotônio Vilela,Centro,Masculino,Parda,42.0,PAF,Próximo de Casa,2012-05-04 17:30:00,
792.0,CVLI,Homicídio,04/05/2012,19:00,Coruripe,Zona Rural,Masculino,Parda,30.0,PAF,Dentro de Casa,2012-05-04 19:00:00,
793.0,CVLI,Roubo com Resultado Morte,04/05/2012,21:00,Palmeira dos Índios,Jardim Brasil,Masculino,Parda,58.0,PAF,Via Pública,2012-05-04 21:00:00,
795.0,CVLI,Homicídio,05/05/2012,17:10,Poço das Trincheiras,Zona Rural,Masculino,Parda,40.0,PAF,Próximo de Casa,2012-05-05 17:10:00,
796.0,CVLI,Homicídio,06/05/2012,00:27,Arapiraca,Zona Rural Oeste,Feminino,NI,,NI,Via Pública,2012-05-06 00:27:00,
797.0,CVLI,Homicídio,06/05/2012,03:00,Arapiraca,Sítio Mundo Novo,Masculino,Parda,26.0,PAF/B,Estrada Vicinal,2012-05-06 03:00:00,
798.0,CVLI,Homicídio,06/05/2012,07:00,Capela,Zona Rural,Masculino,Parda,23.0,BRANCA,Vegetação,2012-05-06 07:00:00,
57606.0,CVLI,Homicídio,02/06/2024,12:56,Maceió,Benedito Bentes,Masculino,Parda,22.0,PAF,Via Pública,2024-06-02 12:56:00,
800.0,CVLI,Homicídio,06/05/2012,18:07,Maceió,Jacarecica,Masculino,NI,34.0,PAF,Dentro de Casa,2012-05-06 18:07:00,
801.0,CVLI,Homicídio,06/05/2012,19:00,São Miguel dos Campos,Centro,Masculino,Parda,23.0,PAF,Via Pública,2012-05-06 19:00:00,
802.0,CVLI,Homicídio,06/05/2012,21:07,Maceió,Cidade Universitária,Masculino,NI,21.0,PAF,Próximo de Casa,2012-05-06 21:07:00,
803.0,CVLI,Homicídio,07/05/2012,02:04,Maceió,Chã da Jaqueira,Masculino,Parda,35.0,PAF,Imediações de Casa,2012-05-07 02:04:00,
804.0,CVLI,Homicídio,07/05/2012,04:00,Maceió,Cidade Universitária,Masculino,NI,17.0,PAF,Imediações de Casa,2012-05-07 04:00:00,
806.0,CVLI,Homicídio,07/05/2012,08:30,Olho d Água Grande,Zona Rural,Masculino,Parda,50.0,PAF,Próximo de Casa,2012-05-07 08:30:00,
1304.0,CVLI,Homicídio,02/07/2012,22:00,Maceió,Vergel do Lago,Masculino,Parda,20.0,PAF,Próximo de Casa,2012-07-02 22:00:00,
808.0,CVLI,Homicídio,07/05/2012,18:16,Campo Alegre,Zona Rural,Masculino,Parda,33.0,PAF,Dentro de Casa,2012-05-07 18:16:00,
